index,Marca,Submarca,Versión,Modelo,Trans.,Comb.,Cilindros,Potencia (HP),Tamaño (L),Categoría,R. Ciudad (km/l),R. Carr. (km/l),R. Comb. (km/l),R. Ajust. (km/l),CO2(g/km),NOx (g/1000km),Calificación Gas Ef. Inv.,Calificación Contam. Aire,Hibrido
3483,NISSAN,X-TRAIL,4X4 5PTS 2.5L 4CIL 169HP MCVT,2015,CVT,Gasolina,4,169,2.5,CAMIONETAS DE USO MULTIPLE (SUV),12.6,17.7,15.87,11.9,196,14,7,8,False
3484,NISSAN,X-TRAIL,4X4 5PTS 2.5L 4CIL 169HP MCVT,2016,CVT,Gasolina,4,169,2.5,CAMIONETAS DE USO MULTIPLE (SUV),12.6,17.7,14.48,10.86,215,14,6,8,False
3485,AUDI,Q3,5PTAS 2.0L 4CIL 180 HP S TRONIC QUATTRO FSI TURBO,2016,STRONIC,Gasolina,4,180,2.0,CAMIONETAS DE USO MULTIPLE (SUV),12.6,18.5,14.71,11.03,211,133,6,2,False
3486,AUDI,Q3,5PTAS 2.0L 4CIL 180 HP S TRONIC QUATTRO FSI TURBO,2017,STRONIC,Gasolina,4,180,2.0,CAMIONETAS DE USO MULTIPLE (SUV),12.6,18.5,14.71,11.03,211,133,6,2,False
3487,CHEVROLET,TRAX,LT FWD 5PTS 1.8L 4CIL 140 AUT,2016,AUT,Gasolina,4,140,1.8,CAMIONETAS DE USO MULTIPLE (SUV),12.58,21.11,15.37,11.53,202,11,7,9,False
3488,CHEVROLET,TRAX,LT 5PTAS 1.8L 4CIL 140HP AUT,2017,AUT,Gasolina,4,140,1.8,CAMIONETAS DE USO MULTIPLE (SUV),12.58,21.11,16.76,12.57,185,11,7,9,False
3489,CHEVROLET,TRAX,5PTS 1.8L 4CIL 140HP MAN,2013,MAN,Gasolina,4,140,1.8,CAMIONETAS DE USO MULTIPLE (SUV),12.5,18.88,14.75,11.06,211,52,7,5,False
3490,CHEVROLET,TRAX,5PTS 1.8L 4CIL 140HP MAN,2015,MAN,Gasolina,4,140,1.8,CAMIONETAS DE USO MULTIPLE (SUV),12.5,18.88,14.75,11.06,211,39,7,6,False
3491,CHEVROLET,TRAX,LS FWD 5PTS 1.8L 4CIL 140 MAN,2016,MAN,Gasolina,4,140,1.8,CAMIONETAS DE USO MULTIPLE (SUV),12.5,18.88,14.75,11.06,211,39,7,6,False
3492,CHEVROLET,TRAX,LS 5PTAS 1.8L 4CIL 140HP MAN,2017,MAN,Gasolina,4,140,1.8,CAMIONETAS DE USO MULTIPLE (SUV),12.5,18.88,14.75,11.06,211,39,7,6,False
3493,SUBARU,FORESTER,XT AWD 5PTS 2.0L 4CIL 249HP CVT TURBO,2013,CVT,Gasolina,4,249,2.0,CAMIONETAS DE USO MULTIPLE (SUV),12.5,17.2,14.25,10.69,218,11,6,9,False
3494,SUBARU,FORESTER,XT AWD 5PTS 2.0L 4CIL 249HP CVT TURBO,2014,CVT,Gasolina,4,249,2.0,CAMIONETAS DE USO MULTIPLE (SUV),12.5,17.2,14.25,10.69,218,11,6,9,False
3495,CHEVROLET,TRAX,5PTS 1.8L 4CIL 140HP MAN,2014,MAN,Gasolina,4,140,1.8,CAMIONETAS DE USO MULTIPLE (SUV),12.5,18.88,14.74,11.06,211,39,7,6,False
3496,BUICK,ENCORE,5PTS 1.4L 4CIL 138HP AUT TURBO,2015,AUT,Gasolina,4,138,1.4,CAMIONETAS DE USO MULTIPLE (SUV),12.5,20.67,15.2,11.4,204,8,7,9,False
3497,BUICK,ENCORE,5PTS 1.4L 4CIL 138HP AUT TURBO,2014,AUT,Gasolina,4,138,1.4,CAMIONETAS DE USO MULTIPLE (SUV),12.5,20.67,15.2,11.4,204,8,7,9,False
3498,SUBARU,FORESTER,XT AWD 5PTS 2.0L 4CIL 250HP CVT TURBO,2015,CVT,Gasolina,4,250,2.0,CAMIONETAS DE USO MULTIPLE (SUV),12.5,16.4,14.0,10.5,222,20,6,7,False
3499,SUBARU,FORESTER,XT TOURING AWD 5PTS 2.0L 4CIL 250HP CVT TURBO,2016,CVT,Gasolina,4,250,2.0,CAMIONETAS DE USO MULTIPLE (SUV),12.5,16.4,14.0,10.5,222,20,6,7,False
3500,AUDI,Q3,5PTAS 2.0L 4CIL 220HP S TRONIC QUATTRO FSI TURBO,2016,STRONIC,Gasolina,4,220,2.0,CAMIONETAS DE USO MULTIPLE (SUV),12.5,18.5,14.64,10.98,212,173,6,2,False
3501,AUDI,Q3,5PTAS 2.0L 4CIL 220HP S TRONIC QUATTRO FSI TURBO,2017,STRONIC,Gasolina,4,220,2.0,CAMIONETAS DE USO MULTIPLE (SUV),12.5,18.5,14.64,10.98,212,173,6,2,False
3502,CHEVROLET,TRAX,LTZ FWD 5PTS 1.8L 4CIL 140 AUT,2016,AUT,Gasolina,4,140,1.8,CAMIONETAS DE USO MULTIPLE (SUV),12.46,21.82,15.44,11.58,201,11,7,9,False
3503,CHEVROLET,TRAX,PREMIER 5PTAS 1.8L 4CIL 140HP AUT,2017,AUT,Gasolina,4,140,1.8,CAMIONETAS DE USO MULTIPLE (SUV),12.46,21.82,16.83,12.62,185,11,7,9,False
3504,HYUNDAI,TUCSON,2WD 5PTS 2.0L 4CIL 155HP AUT,2016,AUT,Gasolina,4,155,2.0,CAMIONETAS DE USO MULTIPLE (SUV),12.45,18.61,14.63,10.97,213,15,6,8,False
3505,HYUNDAI,TUCSON,2WD 5PTAS 2.0L 4CIL 155HP AUT,2017,AUT,Gasolina,4,155,2.0,CAMIONETAS DE USO MULTIPLE (SUV),12.45,18.61,16.02,12.02,194,15,7,?,False
3506,KIA,SPORTAGE,5PTAS 2.0L 4CIL 151HP AUT,2016,AUT,Gasolina,4,151,2.0,CAMIONETAS DE USO MULTIPLE (SUV),12.43,17.62,14.33,10.75,217,10,6,9,False
3507,NISSAN,X-TRAIL,4X2 5PTS 2.5L 4CIL 166HP CVT,2011,CVT,Gasolina,4,166,2.5,CAMIONETAS DE USO MULTIPLE (SUV),12.4,16.5,15.36,11.52,202,6,7,9,False
3508,NISSAN,X-TRAIL,4X2 5PTS 2.5L 4CIL 166HP CVT,2012,CVT,Gasolina,4,166,2.5,CAMIONETAS DE USO MULTIPLE (SUV),12.4,16.5,15.36,11.52,202,6,7,9,False
3509,NISSAN,X-TRAIL,4X2 5PTS 2.5L 4CIL 166HP CVT,2013,CVT,Gasolina,4,166,2.5,CAMIONETAS DE USO MULTIPLE (SUV),12.4,16.5,15.36,11.52,202,6,7,9,False
3510,RENAULT,DUSTER,5PTS 2.0L 4CIL 133HP MAN,2013,MAN,Gasolina,4,133,2.0,CAMIONETAS DE USO MULTIPLE (SUV),12.3,18.4,15.85,11.89,196,40,7,?,False
3511,RENAULT,DUSTER,5PTS 2.0L 4CIL 133HP MAN,2014,MAN,Gasolina,4,133,2.0,CAMIONETAS DE USO MULTIPLE (SUV),12.3,18.4,15.85,11.89,196,40,7,?,False
3512,VW,TIGUAN,5PTS 1.4L 4CIL 160HP DSG TURBO FSI,2015,DSG,Gasolina,4,160,1.4,CAMIONETAS DE USO MULTIPLE (SUV),12.3,18.2,14.4,10.8,216,64,6,4,False
3513,KIA,SPORTAGE,2WD 5PTAS 2.4L 4CIL 181HP AUT,2017,AUT,Gasolina,4,181,2.4,CAMIONETAS DE USO MULTIPLE (SUV),12.3,18.5,15.88,11.91,196,6,7,9,False
3514,AUDI,Q3,5PTS 2.0L 4CIL 211HP STRONIC QUATTRO FSI TURBO,2013,STRONIC,Gasolina,4,211,2.0,CAMIONETAS DE USO MULTIPLE (SUV),12.25,17.62,14.2,10.65,219,13,6,8,False
3515,KIA,SORENTO,FWD 5PTAS 2.4L 4CIL 185HP AUT,2017,AUT,Gasolina,4,185,2.4,CAMIONETAS DE USO MULTIPLE (SUV),12.25,17.46,15.54,11.66,200,4,7,9,False
3516,KIA,SORENTO,FWD 5PTAS 2.4L 4CIL 185HP AUT,2018,AUT,Gasolina,4,185,2.4,CAMIONETAS DE USO MULTIPLE (SUV),12.25,17.46,15.54,11.66,200,4,7,9,False
3517,NISSAN,ROGUE,4X2 5PTS 2.5L 4CIL 170HP CVT,2011,CVT,Gasolina,4,170,2.5,CAMIONETAS DE USO MULTIPLE (SUV),12.2,16.3,13.76,10.32,226,12,6,9,False
3518,NISSAN,ROGUE,4X2 5PTS 2.5L 4CIL 170HP CVT,2012,CVT,Gasolina,4,170,2.5,CAMIONETAS DE USO MULTIPLE (SUV),12.2,16.3,13.76,10.32,226,12,6,9,False
3519,NISSAN,ROGUE,4X2 5PTS 2.5L 4CIL 170HP CVT,2013,CVT,Gasolina,4,170,2.5,CAMIONETAS DE USO MULTIPLE (SUV),12.2,16.3,13.76,10.32,226,12,6,9,False
3520,AUDI,Q3,5PTS 2.0L 4CIL 211HP STRONIC FSI TURBO QUATTRO,2015,STRONIC,Gasolina,4,211,2.0,CAMIONETAS DE USO MULTIPLE (SUV),12.2,17.8,14.21,10.66,219,14,6,8,False
3521,HYUNDAI,TUCSON,5PTS 2WD 2.0L 4CIL 152HP AUT,2014,AUT,Gasolina,4,152,2.0,CAMIONETAS DE USO MULTIPLE (SUV),12.16,17.14,13.99,10.49,222,9,6,9,False
3522,HYUNDAI,TUCSON,5PTS 2WD 2.0L 4CIL 152HP AUT,2015,AUT,Gasolina,4,152,2.0,CAMIONETAS DE USO MULTIPLE (SUV),12.16,17.14,13.99,10.49,222,9,6,9,False
3523,HYUNDAI,TUCSON,2WD 5PTS 2.0L 4CIL 152HP AUT,2016,AUT,Gasolina,4,152,2.0,CAMIONETAS DE USO MULTIPLE (SUV),12.16,17.14,15.38,11.54,202,9,7,9,False
3524,FORD,TRANSIT,PASAJEROS 4PTS 2.2L 4CIL 125HP MAN TURBO DIESEL,2016,MAN,Diesel,4,125,2.2,CAMIONETAS DE USO MULTIPLE (SUV),12.16,14.85,14.63,10.97,244,359,5,1,False
3525,FORD,TRANSIT,VAN LARGO 4PTS 2.2L 4CIL 125HP MAN TURBO DIESEL,2016,MAN,Diesel,4,125,2.2,CAMIONETAS DE USO MULTIPLE (SUV),12.16,14.85,14.63,10.97,244,359,5,1,False
3526,FORD,TRANSIT,CHASIS RWD 2PTS 2.2L 4CIL 125HP MAN TURBO DIESEL,2016,MAN,Diesel,4,125,2.2,CAMIONETAS DE USO MULTIPLE (SUV),12.16,14.85,14.63,10.97,244,273,5,1,False
3527,FORD,TRANSIT,VAN CORTO 4PTS 2.2L 4CIL 125HP MAN TURBO DIESEL,2016,MAN,Diesel,4,125,2.2,CAMIONETAS DE USO MULTIPLE (SUV),12.16,14.85,14.63,10.97,244,359,5,1,False
3528,FORD,TRANSIT,PASAJEROS LARGO 4PTS 2.2L 4CIL 125HP MAN TURBO DIESEL,2016,MAN,Diesel,4,125,2.2,CAMIONETAS DE USO MULTIPLE (SUV),12.16,14.85,14.63,10.97,244,359,5,1,False
3529,FORD,TRANSIT,CHASIS CAB REG 2PTS 2.2L 4CIL 125HP MAN TURBO DIESEL,2016,MAN,Diesel,4,125,2.2,CAMIONETAS DE USO MULTIPLE (SUV),12.16,14.85,14.63,10.97,244,359,5,1,False
3530,FORD,TRANSIT,PASAJEROS CORTA 4PTAS 2.2L 4CIL 125HP MAN TURBO DIESEL,2017,MAN,Diesel,4,125,2.2,CAMIONETAS DE USO MULTIPLE (SUV),12.16,14.86,14.63,10.97,244,359,5,1,False
3531,FORD,TRANSIT,PASAJEROS CORTA 4PTAS 2.2L 4CIL 125HP TURBO MAN DIESEL,2018,MAN,Diesel,4,125,2.2,CAMIONETAS DE USO MULTIPLE (SUV),12.16,14.86,14.63,10.97,244,359,5,?,False
3532,LINCOLN,MKC,5PTS 2.0L 4CIL 240HP AUT TURBO,2015,AUT,Gasolina,4,240,2.0,CAMIONETAS DE USO MULTIPLE (SUV),12.11,19.81,16.07,12.05,193,13,7,?,False
3533,VW,TIGUAN,5PTS 1.4L 4CIL 160HP DSG FSI FRONT TURBO,2016,DSG,Gasolina,4,160,1.4,CAMIONETAS DE USO MULTIPLE (SUV),12.1,17.8,14.14,10.6,220,64,6,4,False
3534,VW,MULTIVAN,5PTS 2.0L 4CIL 138HP DSG TURBO DIESEL,2015,DSG,Diesel,4,138,2.0,CAMIONETAS DE USO MULTIPLE (SUV),12.1,17.2,15.36,11.52,233,306,6,?,False
3535,VW,TRANSPORTER,PANEL 4PTS 2.0L 4CIL 140HP AUT TURBO DIESEL,2015,AUT,Diesel,4,140,2.0,CAMIONETAS DE USO MULTIPLE (SUV),12.1,17.2,15.36,11.52,233,306,6,?,False
3536,VW,TRANSPORTER,COMBI 3PTS 2.0L 4CIL 140HP AUT TURBO DIESEL,2015,AUT,Diesel,4,140,2.0,CAMIONETAS DE USO MULTIPLE (SUV),12.1,17.2,15.36,11.52,233,306,6,?,False
3537,VW,TRANSPORTER,CHASIS 2PTS 2.0L 4CIL 140HP AUT TURBO DIESEL,2015,AUT,Diesel,4,140,2.0,CAMIONETAS DE USO MULTIPLE (SUV),12.1,17.2,15.36,11.52,233,306,6,?,False
3538,VW,TIGUAN,5PTAS 1.4L 4CIL 160HP DSG TURBO FSI,2017,DSG,Gasolina,4,160,1.4,CAMIONETAS DE USO MULTIPLE (SUV),12.1,19.6,14.62,10.96,213,64,6,4,False
3539,VW,CARAVELLE,4PTAS 2.0L 4CIL 140HP AUT TURBO DIESEL,2016,DSG,Diesel,4,140,2.0,CAMIONETAS DE USO MULTIPLE (SUV),12.1,17.2,15.36,11.52,233,306,6,?,False
3540,VW,MULTIVAN,5PTAS 2.0L 4CIL 138HP DSG TURBO DIESEL,2016,DSG,Diesel,4,138,2.0,CAMIONETAS DE USO MULTIPLE (SUV),12.1,17.2,15.36,11.52,233,306,6,?,False
3541,VW,MULTIVAN,5PTAS 2.0L 4CIL 180HP DSG TURBO DIESEL,2016,DSG,Diesel,4,180,2.0,CAMIONETAS DE USO MULTIPLE (SUV),12.1,17.4,15.42,11.56,232,300,6,?,False
3542,VW,TRANSPORTER,5PTAS 2.0L 4CIL 140HP AUT FRONT TURBO DIESEL,2016,DSG,Diesel,4,140,2.0,CAMIONETAS DE USO MULTIPLE (SUV),12.1,17.2,15.36,11.52,233,306,6,?,False
3543,VW,CARAVELLE,4PTAS 2.0L 4CIL 140HP AUT TURBO DIESEL,2017,DSG,Diesel,4,140,2.0,CAMIONETAS DE USO MULTIPLE (SUV),12.1,17.2,15.36,11.52,233,306,6,?,False
3544,VW,MULTIVAN,5PTAS 2.0L 4CIL 138HP DSG TURBO DIESEL,2017,DSG,Diesel,4,138,2.0,CAMIONETAS DE USO MULTIPLE (SUV),12.1,17.2,15.36,11.52,233,306,6,?,False
3545,VW,MULTIVAN,5PTAS 2.0L 4CIL 180HP DSG TURBO DIESEL,2017,DSG,Diesel,4,180,2.0,CAMIONETAS DE USO MULTIPLE (SUV),12.1,17.4,15.42,11.56,232,300,6,?,False
3546,VW,TRANSPORTER,5PTAS 2.0L 4CIL 140HP AUT FRONT TURBO DIESEL,2017,DSG,Diesel,4,140,2.0,CAMIONETAS DE USO MULTIPLE (SUV),12.1,17.2,15.36,11.52,233,306,6,?,False
3547,FORD,ECOSPORT,SE 4X2 5PTS 2.0L 4CIL 144HP MAN,2014,MAN,Gasolina,4,144,2.0,CAMIONETAS DE USO MULTIPLE (SUV),12.02,17.43,15.37,11.53,202,50,7,?,False
3548,FORD,ECOSPORT,5PTAS 2.0L 4CIL 144HP AUT,2017,AUT,Gasolina,4,144,2.0,CAMIONETAS DE USO MULTIPLE (SUV),12.01,17.28,15.31,11.49,203,50,7,?,False
3549,KIA,SPORTAGE,2WD 5PTAS 2.0L 4CIL 153HP AUT,2017,AUT,Gasolina,4,153,2.0,CAMIONETAS DE USO MULTIPLE (SUV),12.01,17.9,15.49,11.62,201,8,7,9,False
3550,FORD,ESCAPE,4PTS 2.5L 4CIL 170HP MAN,2011,M6,Gasolina,4,170,2.5,CAMIONETAS DE USO MULTIPLE (SUV),12.0,16.4,13.65,10.24,228,12,6,9,False
3551,FORD,ESCAPE,5PTS 2.5L 4CIL 170HP MAN,2012,MAN,Gasolina,4,170,2.5,CAMIONETAS DE USO MULTIPLE (SUV),12.0,16.4,13.65,10.24,228,12,6,9,False
3552,FORD,ECOSPORT,4X2 5PTS 2.0L 4CIL 144HP MAN,2013,MAN,Gasolina,4,144,2.0,CAMIONETAS DE USO MULTIPLE (SUV),12.0,17.1,15.25,11.44,204,50,7,?,False
3553,PORSCHE,CAYENNE,5PTS 3.0L 6CIL 240/245HP TIPTRONIC INTEGRAL TURBO DIESEL,2016,TIPTRONIC,Diesel,6,245,3.0,CAMIONETAS DE USO MULTIPLE (SUV),12.0,18.95,15.77,11.82,227,310,6,?,False
3554,FORD,ECOSPORT,5PTS 2.0L 4CIL 145HP AUT,2016,AUT,Gasolina,4,144,2.0,CAMIONETAS DE USO MULTIPLE (SUV),11.99,17.26,15.3,11.47,203,50,7,?,False
3555,KIA,SPORTAGE,5PTAS 2.0L 4CIL 151HP MAN,2016,MAN,Gasolina,4,151,2.0,CAMIONETAS DE USO MULTIPLE (SUV),11.99,17.07,13.84,10.38,225,31,6,6,False
3556,JEEP,PATRIOT,4X2 5PTS 2.4L 4CIL 172HP CVT,2012,CVT,Gasolina,4,172,2.4,CAMIONETAS DE USO MULTIPLE (SUV),11.93,13.6,12.63,9.47,246,9,5,9,False
3557,JEEP,PATRIOT,4X2 5PTS 2.4L 4CIL 172HP AUT,2013,AUT,Gasolina,4,172,2.4,CAMIONETAS DE USO MULTIPLE (SUV),11.93,13.6,12.63,9.47,246,9,5,9,False
3558,RENAULT,DUSTER,5PTS 2.0L 4CIL 133HP AUT,2013,AUT,Gasolina,4,133,2.0,CAMIONETAS DE USO MULTIPLE (SUV),11.9,17.9,15.41,11.56,202,20,7,?,False
3559,RENAULT,DUSTER,5PTS 2.0L 4CIL 133HP AUT,2014,AUT,Gasolina,4,133,2.0,CAMIONETAS DE USO MULTIPLE (SUV),11.9,17.9,15.41,11.56,202,20,7,?,False
3560,RENAULT,TRAFIC,5PTS 2.0L 4CIL 115HP MAN TURBO DIESEL,2014,MAN,Diesel,4,115,2.0,CAMIONETAS DE USO MULTIPLE (SUV),11.9,17.9,15.41,11.56,232,307,6,?,False
3561,HYUNDAI,TUCSON,5PTS 4WD 2.0L 4CIL 152HP AUT,2014,AUT,Gasolina,4,152,2.0,CAMIONETAS DE USO MULTIPLE (SUV),11.85,16.28,13.5,10.13,230,9,6,9,False
3562,HYUNDAI,TUCSON,5PTS 4WD 2.0L 4CIL 152HP AUT,2015,AUT,Gasolina,4,152,2.0,CAMIONETAS DE USO MULTIPLE (SUV),11.85,16.28,13.5,10.13,230,9,6,9,False
3563,HYUNDAI,TUCSON,4WD 5PTS 2.0L 4CIL 152HP AUT,2016,AUT,Gasolina,4,152,2.0,CAMIONETAS DE USO MULTIPLE (SUV),11.85,16.28,14.9,11.17,209,9,7,9,False
3564,JEEP,PATRIOT,4x2 5PTS 2.4L 4CIL 165HP MAN,2011,MAN,Gasolina,4,165,2.4,CAMIONETAS DE USO MULTIPLE (SUV),11.81,15.63,13.27,9.95,234,9,6,9,False
3565,JEEP,PATRIOT,4X2 5PTS 2.4L 4CIL 172HP MAN,2012,MAN,Gasolina,4,172,2.4,CAMIONETAS DE USO MULTIPLE (SUV),11.81,15.63,13.27,9.95,234,9,6,9,False
3566,JEEP,PATRIOT,4X2 5PTS 2.4L 4CIL 172HP MAN,2013,MAN,Gasolina,4,172,2.4,CAMIONETAS DE USO MULTIPLE (SUV),11.81,15.63,13.27,9.95,234,9,6,9,False
3567,FORD,ESCAPE,4PTS 2.5L 4CIL 170HP AUT,2011,AUT,Gasolina,4,170,2.5,CAMIONETAS DE USO MULTIPLE (SUV),11.8,16.8,13.62,10.22,228,12,6,9,False
3568,NISSAN,X-TRAIL,4WD 5PTS 2.5L 4CIL 166HP CVT,2011,CVT,Gasolina,4,166,2.5,CAMIONETAS DE USO MULTIPLE (SUV),11.8,15.6,14.64,10.98,212,6,6,9,False
3569,NISSAN,X-TRAIL,4X4 5PTS 2.5L 4CIL 166HP CVT,2012,CVT,Gasolina,4,166,2.5,CAMIONETAS DE USO MULTIPLE (SUV),11.8,15.6,14.64,10.98,212,6,6,9,False
3570,FORD,ESCAPE,5PTS 2.5L 4CIL 170HP AUT,2012,AUT,Gasolina,4,170,2.5,CAMIONETAS DE USO MULTIPLE (SUV),11.8,16.8,13.62,10.22,228,12,6,9,False
3571,SUBARU,OUTBACK,2.5i AWD 5PTS 2.5L 4CIL 170HP AUT (CVT),2012,CVT,Gasolina,4,170,2.5,CAMIONETAS DE USO MULTIPLE (SUV),11.8,17.2,13.74,10.31,226,6,6,9,False
3572,NISSAN,X-TRAIL,4X4 5PTS 2.5L 4CIL 166HP CVT,2013,CVT,Gasolina,4,166,2.5,CAMIONETAS DE USO MULTIPLE (SUV),11.8,15.6,14.64,10.98,212,6,6,9,False
3573,AUDI,Q3,5PTS 2.0L 4CIL 170HP STRONIC QUATTRO FSI TURBO,2013,STRONIC,Gasolina,4,170,2.0,CAMIONETAS DE USO MULTIPLE (SUV),11.8,18.79,14.17,10.63,219,17,6,8,False
3574,AUDI,Q3,5PTS 2.0L 4CIL 170HP STRONIC FSI TURBO QUATTRO,2015,STRONIC,Gasolina,4,170,2.0,CAMIONETAS DE USO MULTIPLE (SUV),11.8,18.9,14.2,10.65,219,17,6,8,False
3575,PORSCHE,CAYENNE,5PTAS 3.0L 6CIL TDI 240/245HP TIP INTEGRAL,2017,TIPT,Diesel,6,245,3.0,CAMIONETAS DE USO MULTIPLE (SUV),11.8,18.5,15.49,11.62,231,310,6,?,False
3576,AUDI,Q7,5PTS 3.0L 6CIL 245HP TIPTRONIC QUATTRO TURBO DIESEL,2013,TIPTRONIC,Diesel,6,245,3.0,CAMIONETAS DE USO MULTIPLE (SUV),11.76,17.36,15.15,11.36,236,121,5,?,False
3577,HYUNDAI,TUCSON,5PTS 2WD 2.0L 4CIL 152HP MAN,2014,MAN,Gasolina,4,152,2.0,CAMIONETAS DE USO MULTIPLE (SUV),11.75,16.77,13.58,10.18,229,19,6,7,False
3578,HYUNDAI,TUCSON,5PTS 2WD 2.0L 4CIL 152HP MAN,2015,MAN,Gasolina,4,152,2.0,CAMIONETAS DE USO MULTIPLE (SUV),11.74,16.77,13.57,10.18,229,19,6,7,False
3579,HYUNDAI,TUCSON,2WD 5PTS 2.0L 4CIL 152HP MAN,2016,MAN,Gasolina,4,152,2.0,CAMIONETAS DE USO MULTIPLE (SUV),11.74,16.77,14.96,11.22,208,19,7,7,False
3580,KIA,SPORTAGE,4WD 5PTAS 2.0L 4CIL 153HP AUT,2017,AUT,Gasolina,4,153,2.0,CAMIONETAS DE USO MULTIPLE (SUV),11.72,18.08,15.32,11.49,203,6,7,9,False
3581,AUDI,Q7,5PTS 3.0L 6CIL 245HP TIPTRONIC QUATTRO TURBO DIESEL,2015,TIPTRONIC,Diesel,6,245,3.0,CAMIONETAS DE USO MULTIPLE (SUV),11.7,17.4,15.12,11.34,236,145,5,?,False
3582,FORD,ESCAPE,4X2 5PTAS 2.0L 240HP AUT TURBO ECOBOOST,2017,AUT,Gasolina,4,240,2.0,CAMIONETAS DE USO MULTIPLE (SUV),11.7,17.7,13.81,10.35,225,12,6,9,False
3583,FORD,ESCAPE,4X2 5PTAS 2.0L 4CIL 240HP ECOBOOST AUT,2018,AUT,Gasolina,4,240,2.0,CAMIONETAS DE USO MULTIPLE (SUV),11.7,17.7,13.81,10.35,225,12,6,9,False
3584,HONDA,CR-V,EXL 2WD 5PTAS 2.4L 4CIL 188HP CVT,2017,,Gasolina,4,188,2.4,CAMIONETAS DE USO MULTIPLE (SUV),11.7,17.5,15.14,11.36,205,32,7,?,False
3585,HONDA,CR-V,EXL 4WD 5PTAS 2.4L 4CIL 188HP CVT,2017,,Gasolina,4,188,2.4,CAMIONETAS DE USO MULTIPLE (SUV),11.7,17.5,15.14,11.36,205,32,7,?,False
3586,HONDA,CR-V,LX 2WD 5PTAS 2.4L 4CIL 188HP CVT,2017,,Gasolina,4,188,2.4,CAMIONETAS DE USO MULTIPLE (SUV),11.7,17.5,15.14,11.36,205,32,7,?,False
3587,HONDA,CR-V,TOURING 2WD 5PTAS 2.4L 4CIL 188HP TURBO CVT,2017,,Gasolina,4,188,2.4,CAMIONETAS DE USO MULTIPLE (SUV),11.7,17.5,15.14,11.36,205,32,7,?,False
3588,HONDA,CR-V,2WD 5PTAS 2.4L 4CIL 188HP CVT,2017,,Gasolina,4,188,2.4,CAMIONETAS DE USO MULTIPLE (SUV),11.7,17.5,15.14,11.36,205,32,7,?,False
3589,FORD,ESCAPE,4X2 5PTAS 2.0L 4CIL 240HP AUT ECOBOOST,2016,AUT,Gasolina,4,240,2.0,CAMIONETAS DE USO MULTIPLE (SUV),11.66,17.71,15.17,11.38,205,10,7,9,False
3590,JEEP,COMPASS,LATITUDE 5PTS 2.4L 4CIL 172HP MAN,2014,MAN,Gasolina,4,172,2.4,CAMIONETAS DE USO MULTIPLE (SUV),11.66,17.07,13.6,10.2,229,32,6,6,False
3591,JEEP,PATRIOT,SPORT 4X2 5PTS 2.4L 4CIL 172HP MAN,2014,MAN,Gasolina,4,172,2.4,CAMIONETAS DE USO MULTIPLE (SUV),11.66,17.07,13.6,10.2,229,32,6,6,False
3592,JEEP,PATRIOT,SPORT 4X2 5PTAS 2.4L 4CIL 172HP MAN,2016,MAN,Gasolina,4,172,2.4,CAMIONETAS DE USO MULTIPLE (SUV),11.66,17.07,13.6,10.2,229,32,6,6,False
3593,FORD,ECOSPORT,5PTAS 2.0L 4CIL 144HP MAN,2017,MAN,Gasolina,4,144,2.0,CAMIONETAS DE USO MULTIPLE (SUV),11.64,17.28,15.04,11.28,207,50,7,?,False
3594,FORD,ESCAPE,5PTS 2.5L 4CIL 168HP AUT,2014,AUT,Gasolina,4,168,2.5,CAMIONETAS DE USO MULTIPLE (SUV),11.63,18.61,15.39,11.54,202,11,7,9,False
3595,AUDI,Q7,4X4 5PTS 3.0L 6CIL 245HP TIPTRONIC QUATTRO TURBO DIESEL,2012,TIP,Diesel,6,245,3.0,CAMIONETAS DE USO MULTIPLE (SUV),11.63,14.93,14.3,10.73,250,126,5,?,False
3596,AUDI,Q7,5PTS 3.0L 6CIL 240HP TIPTRONIC TURBO DIESEL QUATTRO,2011,TIP,Diesel,6,240,3.0,CAMIONETAS DE USO MULTIPLE (SUV),11.63,14.93,14.3,10.73,250,316,5,?,False
3597,FORD,ECOSPORT,5PTS 2.0L 4CIL 145HP MAN,2016,MAN,Gasolina,4,144,2.0,CAMIONETAS DE USO MULTIPLE (SUV),11.62,17.41,15.06,11.3,206,50,7,?,False
3598,NISSAN,ROGUE,4X4 5PTS 2.5L 4CIL 170HP CVT,2011,CVT,Gasolina,4,170,2.5,CAMIONETAS DE USO MULTIPLE (SUV),11.6,15.3,13.02,9.76,239,12,5,9,False
3599,NISSAN,ROGUE,4X4 5PTS 2.5L 4CIL 170HP CVT,2012,CVT,Gasolina,4,170,2.5,CAMIONETAS DE USO MULTIPLE (SUV),11.6,15.3,13.02,9.76,239,12,5,9,False
3600,NISSAN,ROGUE,4X4 5PTS 2.5L 4CIL 170HP CVT,2013,CVT,Gasolina,4,170,2.5,CAMIONETAS DE USO MULTIPLE (SUV),11.6,15.3,13.02,9.76,239,12,5,9,False
3601,JEEP,PATRIOT,SPORT 4X2 5PTS 2.4L 4CIL 172HP MAN,2015,MAN,Gasolina,4,172,2.4,CAMIONETAS DE USO MULTIPLE (SUV),11.6,17.0,14.93,11.2,208,32,7,6,False
