Modelo,Cilindros,Potencia (HP),Tamaño (L),R. Ciudad (km/l),R. Carr. (km/l),R. Comb. (km/l),R. Ajust. (km/l),CO2(g/km),NOx (g/1000km),Calificación Gas Ef. Inv.,Hibrido,Marca_Mean_Encoded,Submarca_Mean_Encoded,Versión_Mean_Encoded,Trans._Mean_Encoded,Comb._Mean_Encoded,Categoría_Mean_Encoded
2014,8,470,6.4,6.51,11.57,8.11,6.08,384,25,0,0,284.9389312977099,323.90909090909093,385.0,271.68927078495125,256.83106267029973,270.9173715029278
2016,12,625,6.0,6.5,12.0,8.19,6.14,380,15,0,0,481.76,448.0,380.0,271.68927078495125,256.83106267029973,270.9173715029278
2016,12,626,6.0,6.5,12.0,8.19,6.14,380,15,0,0,481.76,489.5,380.0,447.3125,256.83106267029973,270.9173715029278
2016,12,626,6.0,6.5,12.0,8.19,6.14,380,15,0,0,481.76,489.5,380.0,447.3125,256.83106267029973,270.9173715029278
2017,12,626,6.0,6.5,12.0,8.19,6.14,380,15,0,0,481.76,489.5,380.0,447.3125,256.83106267029973,270.9173715029278
2017,12,626,6.0,6.5,12.0,8.19,6.14,380,15,0,0,481.76,489.5,380.0,447.3125,256.83106267029973,270.9173715029278
2017,12,616,6.0,6.5,12.0,8.19,6.14,380,15,0,0,481.76,448.0,392.0,447.3125,256.83106267029973,270.9173715029278
2011,8,407,4.4,6.49,13.33,9.72,7.29,320,22,3,0,266.3895131086142,317.8,336.0,271.68927078495125,256.83106267029973,270.9173715029278
2012,8,429,4.7,6.49,13.51,9.75,7.32,319,35,3,0,290.23262032085563,320.0,319.0,271.68927078495125,256.83106267029973,270.9173715029278
2012,8,407,4.4,6.49,13.33,9.72,7.29,320,22,3,0,266.3895131086142,317.8,332.0,271.68927078495125,256.83106267029973,270.9173715029278
2013,8,407,4.4,6.49,13.33,9.72,7.29,320,22,3,0,266.3895131086142,329.5,332.0,271.68927078495125,256.83106267029973,270.9173715029278
2013,8,429,4.7,6.49,13.51,9.75,7.32,319,35,3,0,290.23262032085563,320.0,319.0,271.68927078495125,256.83106267029973,270.9173715029278
2011,8,556,6.2,6.47,10.65,7.86,5.89,396,15,0,0,308.87012987012986,307.0,396.0,271.68927078495125,256.83106267029973,270.9173715029278
2011,8,556,6.2,6.47,10.65,7.86,5.89,396,15,0,0,308.87012987012986,307.0,396.0,271.68927078495125,256.83106267029973,270.9173715029278
2012,8,556,6.2,6.47,10.65,7.86,5.89,396,15,0,0,308.87012987012986,307.0,396.0,271.68927078495125,256.83106267029973,270.9173715029278
2013,8,556,6.2,6.47,10.65,7.86,5.89,396,15,0,0,308.87012987012986,307.0,396.0,271.68927078495125,256.83106267029973,270.9173715029278
2013,8,556,6.2,6.47,10.65,7.86,5.89,396,15,0,0,308.87012987012986,307.0,396.0,271.68927078495125,256.83106267029973,270.9173715029278
2014,8,556,6.2,6.47,10.65,7.86,5.89,396,16,0,0,308.87012987012986,307.0,396.0,271.68927078495125,256.83106267029973,270.9173715029278
2014,8,556,6.2,6.47,10.65,7.86,5.89,396,16,0,0,308.87012987012986,307.0,396.0,271.68927078495125,256.83106267029973,270.9173715029278
2012,8,407,4.4,6.45,12.65,9.55,7.16,326,2,2,0,266.3895131086142,301.0,326.0,271.68927078495125,256.83106267029973,270.9173715029278
2012,8,407,4.4,6.45,12.98,9.61,7.21,323,1,2,0,266.3895131086142,301.0,323.0,271.68927078495125,256.83106267029973,270.9173715029278
2013,8,449,4.4,6.45,12.65,9.55,7.16,326,10,2,0,266.3895131086142,301.0,326.0,271.68927078495125,256.83106267029973,270.9173715029278
2013,8,449,4.4,6.45,12.98,9.61,7.21,323,25,2,0,266.3895131086142,301.0,323.0,271.68927078495125,256.83106267029973,270.9173715029278
2013,8,449,4.4,6.45,12.98,9.61,7.21,323,8,2,0,266.3895131086142,301.0,323.0,271.68927078495125,256.83106267029973,270.9173715029278
2014,8,450,4.7,6.4,13.5,9.66,7.25,322,54,3,0,290.23262032085563,320.0,322.0,271.68927078495125,256.83106267029973,270.9173715029278
2014,8,440,4.8,6.37,12.82,8.23,6.18,378,19,0,0,288.04285714285714,289.1818181818182,378.0,280.46082949308754,256.83106267029973,270.9173715029278
2016,8,557,5.461,6.33,10.31,8.9,6.68,349,58,1,0,290.23262032085563,348.0,349.0,271.68927078495125,256.83106267029973,270.9173715029278
2018,8,557,5.461,6.33,10.31,8.9,6.68,349,58,1,0,290.23262032085563,348.0,349.0,271.68927078495125,256.83106267029973,270.9173715029278
2011,6,350,4.2,6.33,12.05,9.31,6.98,334,34,2,0,250.08254716981133,251.92,334.0,363.7798165137615,256.83106267029973,270.9173715029278
2011,8,350,4.2,6.33,12.05,9.31,6.98,334,40,2,0,250.08254716981133,251.92,334.0,363.7798165137615,256.83106267029973,270.9173715029278
2012,8,429,4.663,6.32,13.16,9.52,7.14,326,35,2,0,290.23262032085563,339.6666666666667,301.25,271.68927078495125,256.83106267029973,270.9173715029278
2013,8,429,4.663,6.32,13.16,9.52,7.14,326,35,2,0,290.23262032085563,339.6666666666667,301.25,271.68927078495125,256.83106267029973,270.9173715029278
2016,6,335,3.0,6.3,11.7,9.21,6.91,338,4,2,0,364.75757575757575,361.8,338.0,271.68927078495125,256.83106267029973,270.9173715029278
2011,8,420,4.0,6.29,11.76,9.21,6.91,337,20,2,0,266.3895131086142,332.36842105263156,337.0,339.0,256.83106267029973,270.9173715029278
2011,8,420,4.0,6.29,11.76,9.21,6.91,337,20,2,0,266.3895131086142,332.36842105263156,337.0,339.0,256.83106267029973,270.9173715029278
2012,8,420,4.0,6.29,11.76,9.21,6.91,337,20,2,0,266.3895131086142,332.36842105263156,337.0,271.68927078495125,256.83106267029973,270.9173715029278
2012,8,420,4.0,6.29,11.76,9.21,6.91,337,20,2,0,266.3895131086142,332.36842105263156,337.0,271.68927078495125,256.83106267029973,270.9173715029278
2013,8,420,4.0,6.29,11.76,9.21,6.91,337,39,2,0,266.3895131086142,332.36842105263156,337.0,271.68927078495125,256.83106267029973,270.9173715029278
2013,8,420,4.0,6.29,11.76,9.21,6.91,337,39,2,0,266.3895131086142,332.36842105263156,337.0,271.68927078495125,256.83106267029973,270.9173715029278
2014,8,495,5.0,6.29,12.05,9.28,6.96,335,78,2,0,364.75757575757575,296.3333333333333,335.0,271.68927078495125,256.83106267029973,270.9173715029278
2011,8,382,5.5,6.28,12.19,9.3,6.97,334,26,2,0,290.23262032085563,313.25,404.5,362.17241379310343,256.83106267029973,270.9173715029278
2011,8,400,4.8,6.25,12.66,9.36,7.02,332,34,2,0,288.04285714285714,289.1818181818182,320.3333333333333,280.46082949308754,256.83106267029973,270.9173715029278
2011,8,420,4.0,6.25,11.24,9.06,6.8,343,20,1,0,266.3895131086142,332.36842105263156,343.0,339.0,256.83106267029973,270.9173715029278
2012,8,400,4.8,6.25,12.66,9.36,7.02,332,34,2,0,288.04285714285714,289.1818181818182,320.3333333333333,280.46082949308754,256.83106267029973,270.9173715029278
2012,8,420,4.0,6.25,11.24,9.06,6.8,343,20,1,0,266.3895131086142,332.36842105263156,343.0,271.68927078495125,256.83106267029973,270.9173715029278
2013,8,420,4.0,6.25,11.24,9.06,6.8,343,39,1,0,266.3895131086142,332.36842105263156,343.0,271.68927078495125,256.83106267029973,270.9173715029278
2011,8,382,5.5,6.21,12.82,9.35,7.01,332,18,2,0,290.23262032085563,313.25,332.0,362.17241379310343,256.83106267029973,270.9173715029278
2014,8,470,6.4,6.18,11.53,7.81,5.86,398,25,0,0,284.9389312977099,329.44444444444446,385.0,271.68927078495125,256.83106267029973,270.9173715029278
2011,8,407,4.4,6.17,12.05,9.17,6.87,339,30,2,0,266.3895131086142,329.5,339.0,230.70583190394512,256.83106267029973,270.9173715029278
2012,8,407,4.4,6.17,12.04,9.16,6.87,339,30,2,0,266.3895131086142,317.8,339.0,271.68927078495125,256.83106267029973,270.9173715029278
2013,8,407,4.4,6.17,12.05,9.17,6.87,339,30,2,0,266.3895131086142,317.8,339.0,271.68927078495125,256.83106267029973,270.9173715029278
2012,6,300,2.8,6.17,13.69,9.47,7.1,328,50,2,0,283.75,306.0,328.0,271.68927078495125,256.83106267029973,270.9173715029278
2012,6,300,2.8,6.17,13.69,9.47,7.1,328,50,2,0,283.75,306.0,328.0,230.70583190394512,256.83106267029973,270.9173715029278
2011,8,367,4.8,6.13,12.35,9.18,6.89,339,22,2,0,266.3895131086142,347.0,339.0,271.68927078495125,256.83106267029973,270.9173715029278
2013,8,449,4.4,6.1,11.76,9.04,6.78,344,17,1,0,266.3895131086142,294.0,319.6666666666667,271.68927078495125,256.83106267029973,270.9173715029278
2013,8,449,4.4,6.1,11.76,9.04,6.78,344,17,1,0,266.3895131086142,296.75,319.6666666666667,271.68927078495125,256.83106267029973,270.9173715029278
2015,10,550,5.2,6.1,10.3,7.47,5.6,416,22,0,0,250.08254716981133,377.3225806451613,416.0,230.70583190394512,256.83106267029973,270.9173715029278
2016,8,430,4.2,6.1,11.3,7.69,5.77,404,38,0,0,250.08254716981133,377.3225806451613,404.0,230.70583190394512,256.83106267029973,270.9173715029278
2016,10,550,5.2,6.1,10.4,7.49,5.62,415,22,0,0,250.08254716981133,377.3225806451613,415.0,230.70583190394512,256.83106267029973,270.9173715029278
2016,12,626,6.0,6.1,11.3,7.69,5.77,404,16,0,0,481.76,489.5,404.0,447.3125,256.83106267029973,270.9173715029278
2016,12,626,6.0,6.1,11.3,7.69,5.77,404,16,0,0,481.76,489.5,404.0,447.3125,256.83106267029973,270.9173715029278
2017,8,430,4.2,6.1,11.3,7.69,5.77,404,38,0,0,250.08254716981133,377.3225806451613,404.0,230.70583190394512,256.83106267029973,270.9173715029278
2017,10,550,5.2,6.1,10.3,7.47,5.6,416,22,0,0,250.08254716981133,377.3225806451613,416.0,230.70583190394512,256.83106267029973,270.9173715029278
2017,12,626,6.0,6.1,11.3,7.69,5.77,404,16,0,0,481.76,489.5,404.0,447.3125,256.83106267029973,270.9173715029278
2017,12,626,6.0,6.1,11.3,7.69,5.77,404,16,0,0,481.76,489.5,404.0,447.3125,256.83106267029973,270.9173715029278
2017,12,616,6.0,6.1,11.3,7.69,5.77,404,16,0,0,481.76,448.0,392.0,447.3125,256.83106267029973,270.9173715029278
2011,8,400,4.8,6.1,12.35,9.15,6.86,340,35,2,0,288.04285714285714,289.1818181818182,340.0,280.46082949308754,256.83106267029973,270.9173715029278
2012,8,400,4.8,6.1,12.35,9.15,6.86,340,35,2,0,288.04285714285714,289.1818181818182,340.0,280.46082949308754,256.83106267029973,270.9173715029278
2011,8,407,4.4,6.1,11.76,9.04,6.78,344,16,1,0,266.3895131086142,344.0,336.0,271.68927078495125,256.83106267029973,270.9173715029278
2011,8,407,4.4,6.1,11.76,9.04,6.78,344,16,1,0,266.3895131086142,344.0,336.0,271.68927078495125,256.83106267029973,270.9173715029278
2012,8,407,4.4,6.1,11.76,9.04,6.78,344,16,1,0,266.3895131086142,294.0,332.0,271.68927078495125,256.83106267029973,270.9173715029278
2012,8,407,4.4,6.1,11.76,9.04,6.78,344,16,1,0,266.3895131086142,296.75,332.0,271.68927078495125,256.83106267029973,270.9173715029278
2011,8,382,5.5,6.09,12.98,9.26,6.95,336,20,2,0,290.23262032085563,313.25,349.3333333333333,362.17241379310343,256.83106267029973,270.9173715029278
2011,6,300,3.6,6.06,12.59,9.16,6.87,339,10,2,0,288.04285714285714,289.1818181818182,321.3333333333333,280.46082949308754,256.83106267029973,270.9173715029278
2011,6,300,3.6,6.06,12.59,9.16,6.87,339,10,2,0,288.04285714285714,289.1818181818182,339.0,280.46082949308754,256.83106267029973,270.9173715029278
2012,6,300,3.6,6.06,12.59,9.16,6.87,339,10,2,0,288.04285714285714,289.1818181818182,312.5,280.46082949308754,256.83106267029973,270.9173715029278
2012,6,300,3.6,6.06,12.59,9.16,6.87,339,10,2,0,288.04285714285714,289.1818181818182,321.3333333333333,280.46082949308754,256.83106267029973,270.9173715029278
2013,8,560,4.4,6.04,12.65,9.15,6.87,340,12,2,0,266.3895131086142,308.6666666666667,340.0,271.68927078495125,256.83106267029973,270.9173715029278
2016,12,530,5.98,5.99,11.63,8.9,6.68,349,20,1,0,290.23262032085563,349.8,349.0,271.68927078495125,256.83106267029973,270.9173715029278
2018,12,530,5.98,5.99,11.63,8.9,6.68,349,20,1,0,290.23262032085563,349.8,349.0,271.68927078495125,256.83106267029973,270.9173715029278
2018,12,530,5.98,5.99,11.63,8.9,6.68,349,20,1,0,290.23262032085563,349.8,349.0,271.68927078495125,256.83106267029973,270.9173715029278
2018,12,530,5.98,5.99,11.63,8.9,6.68,349,20,1,0,290.23262032085563,349.8,349.0,271.68927078495125,256.83106267029973,270.9173715029278
2016,12,530,5.98,5.92,11.49,8.81,6.61,353,24,1,0,290.23262032085563,349.8,353.0,271.68927078495125,256.83106267029973,270.9173715029278
2011,8,382,5.5,5.88,11.76,8.83,6.62,352,31,1,0,290.23262032085563,320.5,349.3333333333333,362.17241379310343,256.83106267029973,270.9173715029278
2012,8,382,5.461,5.88,12.2,8.91,6.68,349,30,1,0,290.23262032085563,318.25,349.0,271.68927078495125,256.83106267029973,270.9173715029278
2013,12,621,6.0,5.88,11.9,8.86,6.64,351,41,1,0,290.23262032085563,412.0,418.75,271.68927078495125,256.83106267029973,270.9173715029278
2016,12,630,5.98,5.85,11.63,8.77,6.58,354,29,1,0,290.23262032085563,355.3333333333333,354.0,271.68927078495125,256.83106267029973,270.9173715029278
2016,12,630,5.98,5.85,11.24,8.69,6.52,358,35,1,0,290.23262032085563,355.3333333333333,358.0,271.68927078495125,256.83106267029973,270.9173715029278
2016,12,630,5.98,5.85,11.63,8.77,6.58,354,29,1,0,290.23262032085563,355.3333333333333,354.0,271.68927078495125,256.83106267029973,270.9173715029278
2018,12,630,5.98,5.85,11.63,8.77,6.58,354,29,1,0,290.23262032085563,355.3333333333333,354.0,271.68927078495125,256.83106267029973,270.9173715029278
2018,12,630,5.98,5.85,11.63,8.77,6.58,354,29,1,0,290.23262032085563,355.3333333333333,354.0,271.68927078495125,256.83106267029973,270.9173715029278
2018,12,630,5.98,5.85,11.24,8.69,6.52,358,35,1,0,290.23262032085563,355.3333333333333,358.0,271.68927078495125,256.83106267029973,270.9173715029278
2012,8,420,4.0,5.84,10.75,8.58,6.43,362,20,1,0,266.3895131086142,332.36842105263156,362.0,230.70583190394512,256.83106267029973,270.9173715029278
2011,8,367,4.8,5.81,11.76,8.76,6.57,355,22,1,0,266.3895131086142,347.0,355.0,271.68927078495125,256.83106267029973,270.9173715029278
2011,8,380,5.0,5.8,12.19,7.59,5.69,410,51,0,0,364.75757575757575,376.8333333333333,371.3333333333333,271.68927078495125,256.83106267029973,270.9173715029278
2011,8,385,5.0,5.8,12.8,7.69,5.77,404,17,0,0,364.75757575757575,361.8,366.6666666666667,271.68927078495125,256.83106267029973,270.9173715029278
2012,8,385,5.0,5.8,12.83,8.94,6.71,348,17,1,0,364.75757575757575,361.8,366.6666666666667,271.68927078495125,256.83106267029973,270.9173715029278
2012,8,380,5.0,5.8,12.19,8.83,6.62,352,51,1,0,364.75757575757575,376.8333333333333,371.3333333333333,271.68927078495125,256.83106267029973,270.9173715029278
2013,8,380,5.0,5.8,12.19,8.83,6.62,352,51,1,0,364.75757575757575,376.8333333333333,371.3333333333333,271.68927078495125,256.83106267029973,270.9173715029278
2013,8,385,5.0,5.8,12.8,8.94,6.7,348,17,1,0,364.75757575757575,361.8,366.6666666666667,271.68927078495125,256.83106267029973,270.9173715029278
2016,4,237,2.0,5.8,10.5,8.49,6.36,366,5,0,0,364.75757575757575,361.8,366.0,271.68927078495125,256.83106267029973,270.9173715029278
2016,6,505,6.8,5.8,10.6,7.28,5.46,427,14,0,0,481.76,426.3333333333333,427.0,271.68927078495125,256.83106267029973,270.9173715029278
2016,6,530,6.8,5.8,10.6,7.28,5.46,427,14,0,0,481.76,426.3333333333333,427.0,271.68927078495125,256.83106267029973,270.9173715029278
2017,6,505,6.8,5.8,10.6,7.28,5.46,427,14,0,0,481.76,426.3333333333333,427.0,271.68927078495125,256.83106267029973,270.9173715029278
2017,6,530,6.8,5.8,10.6,7.28,5.46,427,14,0,0,481.76,426.3333333333333,427.0,271.68927078495125,256.83106267029973,270.9173715029278
2016,12,630,5.98,5.75,11.36,8.62,6.47,361,50,1,0,290.23262032085563,361.0,361.0,271.68927078495125,256.83106267029973,270.9173715029278
2018,12,630,5.98,5.75,11.36,8.62,6.47,361,50,1,0,290.23262032085563,361.0,361.0,271.68927078495125,256.83106267029973,270.9173715029278
2011,12,552,6.0,5.74,10.22,7.15,5.36,435,5,0,0,481.76,489.5,435.0,363.7798165137615,256.83106267029973,270.9173715029278
2011,12,552,6.0,5.74,10.22,7.15,5.36,435,5,0,0,481.76,489.5,435.0,363.7798165137615,256.83106267029973,270.9173715029278
2011,12,552,6.0,5.74,10.22,7.15,5.36,435,5,0,0,481.76,489.5,435.0,363.7798165137615,256.83106267029973,270.9173715029278
2011,12,600,6.0,5.74,10.22,7.15,5.36,435,5,0,0,481.76,489.5,435.0,363.7798165137615,256.83106267029973,270.9173715029278
2011,12,600,6.0,5.74,10.22,7.15,5.36,435,5,0,0,481.76,489.5,435.0,363.7798165137615,256.83106267029973,270.9173715029278
2011,12,620,6.0,5.74,10.22,7.15,5.36,435,5,0,0,481.76,489.5,530.0,363.7798165137615,256.83106267029973,270.9173715029278
2011,8,382,5.5,5.71,11.62,8.64,6.48,360,31,1,0,290.23262032085563,360.0,349.3333333333333,362.17241379310343,256.83106267029973,270.9173715029278
2011,8,355,5.5,5.65,11.36,8.53,6.39,365,10,1,0,290.23262032085563,365.0,365.0,362.17241379310343,256.83106267029973,270.9173715029278
2011,8,420,4.0,5.65,10.75,8.4,6.3,370,20,0,0,266.3895131086142,332.36842105263156,370.0,230.70583190394512,256.83106267029973,270.9173715029278
2011,8,420,4.0,5.65,10.75,8.4,6.3,370,20,0,0,266.3895131086142,332.36842105263156,370.0,230.70583190394512,256.83106267029973,270.9173715029278
2012,8,420,4.0,5.65,10.75,8.4,6.3,370,20,0,0,266.3895131086142,332.36842105263156,370.0,230.70583190394512,256.83106267029973,270.9173715029278
2011,8,354,4.2,5.62,10.87,8.4,6.3,370,36,0,0,250.08254716981133,296.0,370.0,230.70583190394512,256.83106267029973,270.9173715029278
2012,8,354,4.2,5.62,10.87,8.4,6.3,370,36,0,0,250.08254716981133,296.0,370.0,230.70583190394512,256.83106267029973,270.9173715029278
2011,8,450,4.2,5.59,10.75,8.34,6.26,373,36,0,0,250.08254716981133,334.1666666666667,373.0,363.7798165137615,256.83106267029973,270.9173715029278
2011,8,354,4.2,5.59,10.75,8.34,6.26,373,36,0,0,250.08254716981133,296.0,373.0,363.7798165137615,256.83106267029973,270.9173715029278
2012,8,450,4.2,5.59,10.75,8.34,6.26,373,36,0,0,250.08254716981133,334.1666666666667,373.0,233.38202247191012,256.83106267029973,270.9173715029278
2012,8,354,4.2,5.59,10.75,8.34,6.26,373,36,0,0,250.08254716981133,296.0,373.0,363.7798165137615,256.83106267029973,270.9173715029278
2011,8,420,4.0,5.56,10.42,8.25,6.18,377,20,0,0,266.3895131086142,332.36842105263156,377.0,230.70583190394512,256.83106267029973,270.9173715029278
2012,8,420,4.0,5.56,10.42,8.25,6.18,377,20,0,0,266.3895131086142,332.36842105263156,377.0,230.70583190394512,256.83106267029973,270.9173715029278
2011,8,500,4.8,5.56,11.24,8.41,6.31,370,44,0,0,288.04285714285714,289.1818181818182,370.0,280.46082949308754,256.83106267029973,270.9173715029278
2012,8,550,4.8,5.56,11.24,8.41,6.31,370,44,0,0,288.04285714285714,289.1818181818182,370.0,280.46082949308754,256.83106267029973,270.9173715029278
2011,8,382,5.5,5.52,11.76,8.47,6.36,367,31,0,0,290.23262032085563,339.6666666666667,369.0,362.17241379310343,256.83106267029973,270.9173715029278
2012,8,451,6.2,5.5,11.9,8.48,6.36,367,34,0,0,290.23262032085563,367.0,367.0,271.68927078495125,256.83106267029973,270.9173715029278
2012,8,451,6.2,5.5,11.9,8.48,6.36,367,34,0,0,290.23262032085563,367.0,367.0,271.68927078495125,256.83106267029973,270.9173715029278
2013,8,451,6.2,5.5,11.9,8.48,6.36,367,34,0,0,290.23262032085563,367.0,367.0,271.68927078495125,256.83106267029973,270.9173715029278
2013,8,451,6.2,5.5,11.9,8.48,6.36,367,34,0,0,290.23262032085563,367.0,367.0,271.68927078495125,256.83106267029973,270.9173715029278
2014,8,500,6.2,5.49,11.9,8.47,6.36,367,34,0,0,290.23262032085563,367.0,367.0,271.68927078495125,256.83106267029973,270.9173715029278
2014,8,500,6.2,5.49,11.9,8.47,6.36,367,34,0,0,290.23262032085563,367.0,367.0,271.68927078495125,256.83106267029973,270.9173715029278
2011,8,382,5.5,5.49,11.36,8.37,6.28,371,31,0,0,290.23262032085563,318.25,369.0,362.17241379310343,256.83106267029973,270.9173715029278
2012,6,260,3.2,5.49,11.76,8.44,6.33,368,50,0,0,226.8235294117647,322.5,368.0,271.68927078495125,256.83106267029973,270.9173715029278
2013,6,260,3.2,5.49,11.76,8.44,6.33,368,50,0,0,226.8235294117647,322.5,368.0,271.68927078495125,256.83106267029973,270.9173715029278
2013,8,470,5.0,5.46,11.49,8.36,6.27,372,8,0,0,364.75757575757575,376.8333333333333,372.0,271.68927078495125,256.83106267029973,270.9173715029278
2013,8,510,5.0,5.46,11.49,8.36,6.27,372,8,0,0,364.75757575757575,376.8333333333333,372.0,271.68927078495125,256.83106267029973,270.9173715029278
2011,8,465,5.0,5.4,11.49,7.09,5.32,438,23,0,0,364.75757575757575,376.8333333333333,438.0,271.68927078495125,256.83106267029973,270.9173715029278
2011,8,510,5.0,5.4,11.49,7.09,5.32,438,23,0,0,364.75757575757575,376.8333333333333,395.3333333333333,271.68927078495125,256.83106267029973,270.9173715029278
2012,8,465,5.0,5.4,11.49,8.3,6.23,374,23,0,0,364.75757575757575,376.8333333333333,374.0,271.68927078495125,256.83106267029973,270.9173715029278
2012,8,510,5.0,5.4,11.49,8.3,6.23,374,23,0,0,364.75757575757575,376.8333333333333,395.3333333333333,271.68927078495125,256.83106267029973,270.9173715029278
2012,8,505,6.8,5.4,9.8,6.77,5.08,459,11,0,0,481.76,426.3333333333333,418.0,363.7798165137615,256.83106267029973,270.9173715029278
2013,8,465,5.0,5.4,11.49,8.3,6.23,374,23,0,0,364.75757575757575,376.8333333333333,374.0,271.68927078495125,256.83106267029973,270.9173715029278
2013,8,510,5.0,5.4,11.49,8.3,6.23,374,23,0,0,364.75757575757575,376.8333333333333,395.3333333333333,271.68927078495125,256.83106267029973,270.9173715029278
2016,8,505,6.8,5.4,9.9,6.79,5.09,458,8,0,0,481.76,426.3333333333333,458.0,271.68927078495125,256.83106267029973,270.9173715029278
2017,6,512,6.8,5.4,9.9,6.79,5.09,458,8,0,0,481.76,426.3333333333333,458.0,447.3125,256.83106267029973,270.9173715029278
2011,8,510,5.0,5.34,11.49,7.03,5.28,442,28,0,0,364.75757575757575,361.8,398.6666666666667,271.68927078495125,256.83106267029973,270.9173715029278
2012,8,510,5.0,5.34,11.49,8.24,6.18,377,28,0,0,364.75757575757575,361.8,398.6666666666667,271.68927078495125,256.83106267029973,270.9173715029278
2013,8,510,5.0,5.34,11.49,8.24,6.18,377,28,0,0,364.75757575757575,361.8,398.6666666666667,271.68927078495125,256.83106267029973,270.9173715029278
2011,12,544,6.0,5.29,10.41,7.99,5.99,389,28,0,0,266.3895131086142,389.0,389.0,271.68927078495125,256.83106267029973,270.9173715029278
2012,12,544,6.0,5.29,10.41,7.99,5.99,389,28,0,0,266.3895131086142,389.0,389.0,271.68927078495125,256.83106267029973,270.9173715029278
2013,12,544,6.0,5.29,10.41,7.99,5.99,389,28,0,0,266.3895131086142,389.0,389.0,271.68927078495125,256.83106267029973,270.9173715029278
2011,6,333,3.0,5.13,10.2,7.79,5.84,399,54,0,0,250.08254716981133,289.3333333333333,399.0,230.70583190394512,256.83106267029973,270.9173715029278
2011,6,333,3.0,5.13,10.2,7.79,5.84,399,54,0,0,250.08254716981133,289.3333333333333,399.0,233.38202247191012,256.83106267029973,270.9173715029278
2012,6,333,3.0,5.13,10.2,7.79,5.84,399,54,0,0,250.08254716981133,239.05555555555554,399.0,233.38202247191012,256.83106267029973,270.9173715029278
2011,10,435,5.2,5.08,10.31,7.76,5.82,401,64,0,0,250.08254716981133,312.6,401.0,363.7798165137615,256.83106267029973,270.9173715029278
2011,8,571,6.2,5.02,10.75,7.79,5.84,399,31,0,0,290.23262032085563,399.75,399.0,271.68927078495125,256.83106267029973,270.9173715029278
2012,8,563,6.2,5.02,10.75,7.79,5.84,399,33,0,0,290.23262032085563,399.75,399.0,271.68927078495125,256.83106267029973,270.9173715029278
2012,8,563,6.2,5.02,10.75,7.79,5.84,399,33,0,0,290.23262032085563,399.75,399.0,271.68927078495125,256.83106267029973,270.9173715029278
2013,8,563,6.2,5.02,10.75,7.79,5.84,399,33,0,0,290.23262032085563,399.75,400.0,271.68927078495125,256.83106267029973,270.9173715029278
2013,8,563,6.2,5.02,10.75,7.79,5.84,399,33,0,0,290.23262032085563,399.75,400.0,271.68927078495125,256.83106267029973,270.9173715029278
2012,6,270,3.0,5.0,8.7,7.34,5.5,487,152,0,0,364.75757575757575,361.8,487.0,271.68927078495125,254.56852791878174,270.9173715029278
2012,12,500,6.3,5.0,10.1,7.64,5.73,407,32,0,0,250.08254716981133,292.64,407.0,363.7798165137615,256.83106267029973,270.9173715029278
2013,6,270,3.0,5.0,8.7,7.34,5.5,487,152,0,0,364.75757575757575,361.8,487.0,271.68927078495125,254.56852791878174,270.9173715029278
2014,8,563,6.2,5.0,10.7,7.76,5.82,401,33,0,0,290.23262032085563,399.75,401.0,271.68927078495125,256.83106267029973,270.9173715029278
2014,8,563,6.2,5.0,10.7,7.76,5.82,401,33,0,0,290.23262032085563,399.75,400.0,271.68927078495125,256.83106267029973,270.9173715029278
2014,8,563,6.2,5.0,10.7,7.76,5.82,401,33,0,0,290.23262032085563,399.75,400.0,271.68927078495125,256.83106267029973,270.9173715029278
2011,10,580,5.0,4.9,9.71,7.47,5.6,416,23,0,0,250.08254716981133,416.0,416.0,363.7798165137615,256.83106267029973,270.9173715029278
2011,10,580,5.0,4.9,9.71,7.47,5.6,416,23,0,0,250.08254716981133,416.0,416.0,363.7798165137615,256.83106267029973,270.9173715029278
2012,12,453,6.7,4.87,10.41,7.57,5.68,411,16,0,0,456.53333333333336,411.5,452.75,271.68927078495125,256.83106267029973,270.9173715029278
2011,8,500,6.8,4.85,7.86,5.86,4.39,531,32,0,0,481.76,531.0,531.0,363.7798165137615,256.83106267029973,270.9173715029278
2011,8,450,6.8,4.85,7.86,5.86,4.39,531,32,0,0,481.76,531.0,531.0,363.7798165137615,256.83106267029973,270.9173715029278
2011,8,450,6.8,4.85,7.86,5.86,4.39,531,32,0,0,481.76,531.0,531.0,363.7798165137615,256.83106267029973,270.9173715029278
2011,8,450,6.8,4.85,7.86,5.86,4.39,531,14,0,0,481.76,531.0,531.0,363.7798165137615,256.83106267029973,270.9173715029278
2011,8,450,6.8,4.85,7.86,5.86,4.39,531,14,0,0,481.76,531.0,531.0,363.7798165137615,256.83106267029973,270.9173715029278
2012,12,453,6.7,4.85,10.41,7.55,5.66,412,16,0,0,456.53333333333336,411.5,454.75,271.68927078495125,256.83106267029973,270.9173715029278
2012,12,510,5.5,4.74,10.42,7.44,5.58,418,25,0,0,290.23262032085563,422.0,418.0,271.68927078495125,256.83106267029973,270.9173715029278
2013,12,510,5.5,4.74,10.42,7.44,5.58,418,25,0,0,290.23262032085563,422.0,418.0,271.68927078495125,256.83106267029973,270.9173715029278
