Modelo,Cilindros,Potencia (HP),Tamaño (L),R. Ciudad (km/l),R. Carr. (km/l),R. Comb. (km/l),R. Ajust. (km/l),CO2(g/km),NOx (g/1000km),Calificación Gas Ef. Inv.,Hibrido,Marca_Mean_Encoded,Submarca_Mean_Encoded,Versión_Mean_Encoded,Trans._Mean_Encoded,Comb._Mean_Encoded,Categoría_Mean_Encoded
2015,4,118,1.6,10.1,20.0,14.38,10.79,216,26,6,0,222.16483516483515,193.58333333333334,216.0,271.68927078495125,256.83106267029973,178.53923541247485
2011,4,96,1.6,9.7,13.4,12.44,9.33,250,41,5,0,236.24513618677042,177.77777777777777,250.0,271.68927078495125,256.83106267029973,178.53923541247485
2012,4,95,1.6,9.7,13.4,12.44,9.33,250,41,5,0,236.24513618677042,177.77777777777777,250.0,271.68927078495125,256.83106267029973,178.53923541247485
2014,4,105,1.6,9.69,20.59,14.11,10.58,220,42,6,0,221.27899686520377,170.71428571428572,220.0,271.68927078495125,256.83106267029973,178.53923541247485
2013,4,113,1.6,9.63,15.84,13.07,9.8,238,12,6,0,197.7605633802817,215.8,238.0,230.70583190394512,256.83106267029973,178.53923541247485
2017,4,146,1.6,27.46,26.28,27.96,20.97,111,11,10,1,201.6888888888889,111.0,111.0,271.68927078495125,256.83106267029973,294.60674157303373
2017,4,68,1.6,22.22,29.41,26.1,19.57,137,108,9,0,222.16483516483515,182.6,137.0,230.70583190394512,254.56852791878174,294.60674157303373
2015,4,177,2.0,16.1,23.4,20.07,15.05,178,153,8,0,250.08254716981133,208.06666666666666,178.5,239.3483870967742,254.56852791878174,294.60674157303373
2013,4,177,2.0,16.04,23.38,20.02,15.02,179,153,8,0,250.08254716981133,208.06666666666666,178.5,239.3483870967742,254.56852791878174,294.60674157303373
2014,4,102,2.0,15.53,16.39,17.29,12.97,207,169,7,0,221.27899686520377,239.34615384615384,207.0,230.70583190394512,254.56852791878174,294.60674157303373
2014,4,102,2.0,15.53,16.39,17.29,12.97,207,169,7,0,221.27899686520377,239.34615384615384,207.0,230.70583190394512,254.56852791878174,294.60674157303373
2014,4,102,2.0,15.53,16.4,17.3,12.97,207,169,7,0,221.27899686520377,239.34615384615384,239.25,230.70583190394512,254.56852791878174,294.60674157303373
2016,4,184,2.0,15.4,21.7,19.08,14.31,187,129,7,0,250.08254716981133,208.06666666666666,187.0,239.3483870967742,254.56852791878174,294.60674157303373
2017,4,184,2.0,15.4,21.7,19.08,14.31,187,129,7,0,250.08254716981133,208.06666666666666,187.0,239.3483870967742,254.56852791878174,294.60674157303373
2017,4,115,1.6,15.3,21.0,17.43,13.07,178,11,8,0,207.45333333333335,178.0,178.0,230.70583190394512,256.83106267029973,294.60674157303373
2014,6,290,3.5,15.17,9.5,11.96,8.97,260,12,5,0,236.24513618677042,291.5882352941176,286.0,271.68927078495125,256.83106267029973,294.60674157303373
2015,4,105,1.2,15.1,21.9,17.55,13.16,177,17,8,0,221.27899686520377,195.2,177.0,230.70583190394512,256.83106267029973,294.60674157303373
2015,4,105,1.2,15.1,21.9,17.55,13.16,177,17,8,0,221.27899686520377,195.2,177.0,230.70583190394512,256.83106267029973,294.60674157303373
2012,4,188,1.6,14.8,19.3,16.53,12.4,188,13,7,0,248.75980392156862,195.0,188.0,212.61943319838056,256.83106267029973,294.60674157303373
2015,6,245,3.0,14.8,21.0,18.44,13.83,194,121,7,0,250.08254716981133,240.4,197.66666666666666,239.3483870967742,254.56852791878174,294.60674157303373
2016,6,245,3.0,14.8,21.1,18.47,13.85,194,154,7,0,250.08254716981133,240.4,197.66666666666666,233.38202247191012,254.56852791878174,294.60674157303373
2017,6,245,3.0,14.8,21.0,18.44,13.83,194,154,7,0,250.08254716981133,240.4,194.0,239.3483870967742,254.56852791878174,294.60674157303373
2017,4,121,1.6,14.75,19.59,16.6,12.45,187,20,7,0,210.29090909090908,182.75,187.0,230.70583190394512,256.83106267029973,294.60674157303373
2018,4,121,1.6,14.75,19.59,17.97,13.48,173,20,8,0,210.29090909090908,182.75,173.0,230.70583190394512,256.83106267029973,294.60674157303373
2016,4,155,1.998,14.7,19.4,16.5,12.37,188,3,7,0,206.4875,196.47619047619048,188.0,271.68927078495125,256.83106267029973,294.60674157303373
2017,4,155,1.998,14.7,19.4,16.5,12.37,188,3,7,0,206.4875,196.47619047619048,188.0,271.68927078495125,256.83106267029973,294.60674157303373
2017,3,81,1.2,14.7,21.73,18.57,13.93,167,30,8,0,222.16483516483515,182.6,167.5,271.68927078495125,256.83106267029973,294.60674157303373
2014,4,172,2.5,14.6,17.0,15.59,11.69,199,6,7,1,281.6909090909091,266.3333333333333,199.0,212.61943319838056,256.83106267029973,294.60674157303373
2014,4,172,2.5,14.6,17.0,15.59,11.69,199,6,7,1,248.75980392156862,260.8666666666667,199.0,212.61943319838056,256.83106267029973,294.60674157303373
2015,4,172,2.5,14.6,17.0,15.59,11.69,199,6,7,0,248.75980392156862,260.8666666666667,199.0,212.61943319838056,256.83106267029973,294.60674157303373
2015,4,230,2.5,14.6,17.0,15.59,11.69,199,6,7,0,281.6909090909091,266.3333333333333,199.0,212.61943319838056,256.83106267029973,294.60674157303373
2016,4,230,2.5,14.6,17.0,15.59,11.69,199,6,7,0,281.6909090909091,266.3333333333333,199.0,212.61943319838056,256.83106267029973,294.60674157303373
2016,4,172,2.5,14.6,17.0,15.59,11.69,199,6,7,0,248.75980392156862,260.8666666666667,199.0,212.61943319838056,256.83106267029973,294.60674157303373
2017,4,230,2.5,14.6,17.0,15.59,11.69,199,6,7,0,281.6909090909091,266.3333333333333,199.0,212.61943319838056,256.83106267029973,294.60674157303373
2015,4,275,2.3,14.51,19.34,17.73,13.3,175,7,8,0,326.4117647058824,237.57142857142858,206.0,271.68927078495125,256.83106267029973,294.60674157303373
2016,4,155,2.0,14.5,19.4,16.36,12.27,190,3,7,0,206.4875,196.47619047619048,190.0,271.68927078495125,256.83106267029973,294.60674157303373
2016,4,155,1.998,14.5,19.4,16.36,12.27,190,3,7,0,206.4875,196.47619047619048,190.0,271.68927078495125,256.83106267029973,294.60674157303373
2017,4,155,1.998,14.5,19.4,16.36,12.27,190,3,7,0,206.4875,196.47619047619048,190.0,271.68927078495125,256.83106267029973,294.60674157303373
2017,4,155,1.998,14.5,19.4,16.36,12.27,190,3,7,0,206.4875,196.47619047619048,190.0,271.68927078495125,256.83106267029973,294.60674157303373
2012,4,153,2.0,14.4,20.0,17.86,13.39,174,6,8,0,206.4875,196.47619047619048,174.0,271.68927078495125,256.83106267029973,294.60674157303373
2014,4,153,2.0,14.4,20.0,17.86,13.39,174,6,8,0,206.4875,196.47619047619048,174.0,271.68927078495125,256.83106267029973,294.60674157303373
2015,4,153,2.0,14.4,20.0,17.86,13.39,174,6,8,0,206.4875,196.47619047619048,174.0,271.68927078495125,256.83106267029973,294.60674157303373
2018,4,170,2.4,14.16,19.77,16.23,12.17,192,11,7,0,239.9358108108108,216.22222222222223,192.0,271.68927078495125,256.83106267029973,294.60674157303373
2018,4,170,2.4,14.16,19.77,16.23,12.17,192,11,7,0,239.9358108108108,216.22222222222223,192.0,271.68927078495125,256.83106267029973,294.60674157303373
2018,4,170,2.4,14.16,19.77,16.23,12.17,192,11,7,0,239.9358108108108,216.22222222222223,192.0,271.68927078495125,256.83106267029973,294.60674157303373
2014,4,153,2.0,14.1,20.6,17.81,13.36,175,4,8,0,206.4875,196.47619047619048,175.0,230.70583190394512,256.83106267029973,294.60674157303373
2017,4,121,1.6,14.1,19.56,16.13,12.09,193,34,7,0,210.29090909090908,182.75,193.0,271.68927078495125,256.83106267029973,294.60674157303373
2018,4,121,1.6,14.1,19.56,17.51,13.13,178,34,8,0,210.29090909090908,182.75,178.0,271.68927078495125,256.83106267029973,294.60674157303373
2016,4,150,1.4,14.0,20.6,16.36,12.27,190,50,7,0,221.27899686520377,241.78947368421052,190.0,199.68548387096774,256.83106267029973,294.60674157303373
2017,4,150,1.4,14.0,20.6,16.36,12.27,190,50,7,0,221.27899686520377,241.78947368421052,190.0,199.68548387096774,256.83106267029973,294.60674157303373
2016,6,249,3.0,14.0,19.6,17.45,13.09,205,121,7,0,250.08254716981133,274.3157894736842,205.0,255.08695652173913,254.56852791878174,294.60674157303373
2017,6,249,3.0,14.0,19.6,17.45,13.09,205,121,7,0,250.08254716981133,274.3157894736842,205.0,255.08695652173913,254.56852791878174,294.60674157303373
2017,4,175,1.6,13.85,17.53,16.69,12.51,186,26,7,0,210.29090909090908,212.30769230769232,186.0,271.68927078495125,256.83106267029973,294.60674157303373
2017,4,175,1.6,13.85,17.53,16.69,12.51,186,26,7,0,210.29090909090908,212.30769230769232,186.0,271.68927078495125,256.83106267029973,294.60674157303373
2015,4,175,2.5,13.82,19.73,15.97,11.98,195,10,7,0,221.54545454545453,223.25,195.0,212.61943319838056,256.83106267029973,294.60674157303373
2016,4,175,2.5,13.82,19.73,15.97,11.98,195,10,7,0,221.54545454545453,223.25,195.5,212.61943319838056,256.83106267029973,294.60674157303373
2013,6,245,3.0,13.72,20.31,17.45,13.09,205,121,7,0,250.08254716981133,240.4,197.66666666666666,239.3483870967742,254.56852791878174,294.60674157303373
2016,4,115,1.6,13.71,20.06,17.37,13.03,179,10,8,0,207.45333333333335,186.0,179.0,271.68927078495125,256.83106267029973,294.60674157303373
2015,4,175,2.5,13.69,19.68,15.86,11.9,196,10,7,0,221.54545454545453,223.25,195.5,212.61943319838056,256.83106267029973,294.60674157303373
2016,4,175,2.5,13.69,19.68,15.86,11.9,196,10,7,0,221.54545454545453,223.25,196.0,212.61943319838056,256.83106267029973,294.60674157303373
2012,4,188,1.6,13.6,18.4,15.41,11.56,202,10,7,0,248.75980392156862,195.0,202.0,230.70583190394512,256.83106267029973,294.60674157303373
2016,4,122,2.2,13.6,9.7,12.89,9.67,277,321,4,0,366.325,328.0,277.0,230.70583190394512,254.56852791878174,294.60674157303373
2016,4,122,2.2,13.6,9.7,12.89,9.67,277,321,4,0,366.325,328.0,277.0,230.70583190394512,254.56852791878174,294.60674157303373
2014,6,290,3.5,13.5,8.77,10.87,8.15,286,12,4,0,236.24513618677042,291.5882352941176,294.8,271.68927078495125,256.83106267029973,294.60674157303373
2017,4,192,2.0,13.5,19.2,16.97,12.73,183,19,7,0,266.3895131086142,184.8,183.0,271.68927078495125,256.83106267029973,294.60674157303373
2013,4,60,1.0,13.4,16.6,14.67,11.0,212,13,6,0,215.5,203.0,203.0,230.70583190394512,256.83106267029973,294.60674157303373
2014,4,60,1.0,13.4,16.6,16.07,12.05,194,13,7,0,215.5,203.0,203.0,230.70583190394512,256.83106267029973,294.60674157303373
2014,4,151,2.0,13.4,17.8,16.47,12.35,189,6,7,0,206.4875,196.47619047619048,189.0,271.68927078495125,256.83106267029973,294.60674157303373
2015,4,170,2.5,13.4,18.7,15.36,11.52,202,20,7,0,221.54545454545453,215.35,202.66666666666666,212.61943319838056,256.83106267029973,294.60674157303373
2016,4,186,2.5,13.4,18.6,15.33,11.5,203,5,7,0,206.4875,196.47619047619048,203.0,271.68927078495125,256.83106267029973,294.60674157303373
2016,4,170,2.5,13.4,18.7,15.36,11.52,202,20,7,0,221.54545454545453,215.35,202.0,212.61943319838056,256.83106267029973,294.60674157303373
2016,4,313,2.0,13.4,16.2,14.53,10.9,214,15,6,1,266.3895131086142,326.5,214.0,271.68927078495125,256.83106267029973,294.60674157303373
2017,4,105,1.2,13.4,21.3,16.08,12.06,193,15,7,0,221.27899686520377,195.2,193.0,230.70583190394512,256.83106267029973,294.60674157303373
2017,4,105,1.2,13.4,21.3,16.08,12.06,193,15,7,0,221.27899686520377,195.2,193.0,230.70583190394512,256.83106267029973,294.60674157303373
2016,4,186,2.488,13.4,18.6,16.72,12.54,186,5,7,0,206.4875,196.47619047619048,186.0,271.68927078495125,256.83106267029973,294.60674157303373
2017,4,186,2.488,13.4,18.5,16.69,12.52,186,5,7,0,206.4875,196.47619047619048,186.0,271.68927078495125,256.83106267029973,294.60674157303373
2013,4,170,2.5,13.3,18.7,15.29,11.46,203,9,7,0,221.54545454545453,215.35,203.0,212.61943319838056,256.83106267029973,294.60674157303373
2013,4,170,2.5,13.3,18.7,15.29,11.46,203,9,7,0,221.54545454545453,215.35,203.0,212.61943319838056,256.83106267029973,294.60674157303373
2013,4,170,2.5,13.3,18.7,15.29,11.46,203,9,7,0,221.54545454545453,215.35,202.66666666666666,212.61943319838056,256.83106267029973,294.60674157303373
2014,4,170,2.5,13.3,18.7,15.29,11.46,203,9,7,0,221.54545454545453,215.35,203.0,212.61943319838056,256.83106267029973,294.60674157303373
2014,4,170,2.5,13.3,18.7,15.29,11.46,203,9,7,0,221.54545454545453,215.35,203.0,212.61943319838056,256.83106267029973,294.60674157303373
2014,4,170,2.5,13.3,18.7,15.29,11.46,203,9,7,0,221.54545454545453,215.35,202.66666666666666,212.61943319838056,256.83106267029973,294.60674157303373
2015,4,170,2.5,13.3,18.7,15.29,11.46,203,20,7,0,221.54545454545453,215.35,203.0,212.61943319838056,256.83106267029973,294.60674157303373
2015,4,170,2.5,13.3,18.7,15.29,11.46,203,20,7,0,221.54545454545453,215.35,203.0,212.61943319838056,256.83106267029973,294.60674157303373
2016,4,170,2.5,13.3,18.7,15.29,11.46,203,20,7,0,221.54545454545453,215.35,203.0,212.61943319838056,256.83106267029973,294.60674157303373
2016,4,170,2.5,13.3,18.7,15.29,11.46,203,20,7,0,221.54545454545453,215.35,203.0,212.61943319838056,256.83106267029973,294.60674157303373
2016,4,148,2.5,13.26,16.49,15.94,11.95,224,230,6,0,210.29090909090908,224.0,224.0,230.70583190394512,254.56852791878174,294.60674157303373
2016,4,115,1.6,13.22,17.13,16.13,12.09,193,8,7,0,207.45333333333335,186.0,193.0,271.68927078495125,256.83106267029973,294.60674157303373
2015,4,169,2.5,13.2,18.4,16.51,12.39,188,10,7,0,248.75980392156862,204.75,188.0,212.61943319838056,256.83106267029973,294.60674157303373
2016,4,169,2.5,13.2,18.7,15.21,11.41,204,11,7,0,248.75980392156862,204.75,204.0,212.61943319838056,256.83106267029973,294.60674157303373
2016,4,169,2.5,13.2,18.4,15.12,11.34,206,10,7,0,248.75980392156862,204.75,206.0,212.61943319838056,256.83106267029973,294.60674157303373
2016,4,169,2.5,13.2,18.4,15.12,11.34,206,10,7,0,248.75980392156862,204.75,206.0,212.61943319838056,256.83106267029973,294.60674157303373
2016,4,138,1.4,13.18,18.62,15.17,11.38,205,12,7,0,258.1333333333333,204.5,205.0,271.68927078495125,256.83106267029973,294.60674157303373
2017,4,138,1.4,13.18,18.58,15.16,11.37,205,12,7,0,258.1333333333333,204.5,205.0,271.68927078495125,256.83106267029973,294.60674157303373
2016,6,379,3.0,13.1,17.9,14.9,11.17,209,39,7,0,221.27899686520377,295.3478260869565,209.0,272.88235294117646,256.83106267029973,294.60674157303373
2016,4,110,1.6,13.1,18.8,15.17,11.38,205,9,7,0,221.27899686520377,195.2,205.0,230.70583190394512,256.83106267029973,294.60674157303373
2016,4,110,1.6,13.1,18.8,15.17,11.38,205,9,7,0,221.27899686520377,195.2,205.0,230.70583190394512,256.83106267029973,294.60674157303373
2017,4,110,1.6,13.1,18.8,15.17,11.38,205,9,7,0,221.27899686520377,195.2,205.0,230.70583190394512,256.83106267029973,294.60674157303373
2017,4,110,1.6,13.1,18.8,15.17,11.38,205,9,7,0,221.27899686520377,195.2,205.0,230.70583190394512,256.83106267029973,294.60674157303373
2015,6,379,3.0,13.0,17.8,14.8,11.1,210,39,7,0,221.27899686520377,295.3478260869565,256.0,272.88235294117646,256.83106267029973,294.60674157303373
2016,6,380,3.0,13.0,17.8,14.8,11.1,210,28,7,1,288.04285714285714,336.3958333333333,210.0,255.08695652173913,256.83106267029973,294.60674157303373
2017,6,381,3.0,13.0,17.8,14.8,11.1,210,28,7,1,288.04285714285714,336.3958333333333,210.0,255.08695652173913,256.83106267029973,294.60674157303373
2014,6,245,3.0,12.99,16.39,15.72,11.79,227,330,6,0,288.04285714285714,336.3958333333333,227.0,272.88235294117646,254.56852791878174,294.60674157303373
2018,4,163,2.148,12.99,16.13,15.63,11.72,229,291,6,0,290.23262032085563,229.0,229.0,271.68927078495125,254.56852791878174,294.60674157303373
2016,4,165,2.4,12.97,19.84,15.36,11.52,202,12,7,0,247.92307692307693,242.72727272727272,202.0,212.61943319838056,256.83106267029973,294.60674157303373
2014,4,165,2.4,12.96,18.34,14.93,11.2,208,15,7,0,247.92307692307693,242.72727272727272,214.5,212.61943319838056,256.83106267029973,294.60674157303373
2014,4,165,2.4,12.96,18.34,14.93,11.2,208,15,7,0,247.92307692307693,242.72727272727272,208.0,212.61943319838056,256.83106267029973,294.60674157303373
2014,4,165,2.4,12.96,18.34,14.93,11.2,208,15,7,0,247.92307692307693,242.72727272727272,208.0,212.61943319838056,256.83106267029973,294.60674157303373
2016,4,150,1.4,12.9,18.1,14.82,11.11,210,140,7,0,250.08254716981133,208.06666666666666,210.0,239.3483870967742,256.83106267029973,294.60674157303373
2017,4,150,1.4,12.9,18.1,14.82,11.11,210,140,7,0,250.08254716981133,208.06666666666666,210.0,239.3483870967742,256.83106267029973,294.60674157303373
2015,6,245,3.0,12.82,16.13,15.52,11.64,230,310,6,0,288.04285714285714,336.3958333333333,230.0,272.88235294117646,254.56852791878174,294.60674157303373
2016,6,245,3.0,12.8,17.5,15.95,11.96,224,146,6,0,221.27899686520377,295.3478260869565,224.0,255.08695652173913,254.56852791878174,294.60674157303373
2017,6,245,3.0,12.8,17.5,15.95,11.96,224,146,6,0,221.27899686520377,295.3478260869565,224.0,255.08695652173913,254.56852791878174,294.60674157303373
2016,4,148,2.0,12.76,19.36,15.07,11.3,206,12,7,0,247.92307692307693,207.0,207.0,212.61943319838056,256.83106267029973,294.60674157303373
2016,4,148,2.0,12.76,19.36,15.07,11.3,206,12,7,0,247.92307692307693,207.0,207.0,212.61943319838056,256.83106267029973,294.60674157303373
2016,4,148,2.0,12.76,19.36,15.07,11.3,206,12,7,0,247.92307692307693,207.0,207.0,212.61943319838056,256.83106267029973,294.60674157303373
2014,4,144,2.0,12.7,18.04,16.05,12.03,194,28,7,0,236.24513618677042,215.91666666666666,194.0,271.68927078495125,256.83106267029973,294.60674157303373
2014,4,144,2.0,12.7,18.04,16.05,12.03,194,35,7,0,236.24513618677042,215.91666666666666,194.0,271.68927078495125,256.83106267029973,294.60674157303373
2016,4,186,2.5,12.7,17.5,14.49,10.87,215,6,6,0,206.4875,196.47619047619048,215.0,271.68927078495125,256.83106267029973,294.60674157303373
2016,4,186,2.488,12.7,17.5,15.88,11.91,196,6,7,0,206.4875,196.47619047619048,196.0,271.68927078495125,256.83106267029973,294.60674157303373
2017,4,186,2.488,12.7,17.4,15.85,11.89,196,6,7,0,206.4875,196.47619047619048,196.0,271.68927078495125,256.83106267029973,294.60674157303373
2014,4,138,1.4,12.68,20.87,15.4,11.55,202,20,7,0,239.9358108108108,208.3,203.0,271.68927078495125,256.83106267029973,294.60674157303373
2015,4,138,1.4,12.68,20.87,15.4,11.55,202,16,7,0,239.9358108108108,208.3,203.0,271.68927078495125,256.83106267029973,294.60674157303373
2015,4,169,2.5,12.6,17.7,15.87,11.9,196,14,7,0,248.75980392156862,204.75,205.5,212.61943319838056,256.83106267029973,294.60674157303373
2016,4,169,2.5,12.6,17.7,14.48,10.86,215,14,6,0,248.75980392156862,204.75,205.5,212.61943319838056,256.83106267029973,294.60674157303373
2016,4,180,2.0,12.6,18.5,14.71,11.03,211,133,6,0,250.08254716981133,208.06666666666666,211.0,239.3483870967742,256.83106267029973,294.60674157303373
2017,4,180,2.0,12.6,18.5,14.71,11.03,211,133,6,0,250.08254716981133,208.06666666666666,211.0,239.3483870967742,256.83106267029973,294.60674157303373
2016,4,140,1.8,12.58,21.11,15.37,11.53,202,11,7,0,239.9358108108108,208.3,202.0,271.68927078495125,256.83106267029973,294.60674157303373
2017,4,140,1.8,12.58,21.11,16.76,12.57,185,11,7,0,239.9358108108108,208.3,185.0,271.68927078495125,256.83106267029973,294.60674157303373
2013,4,140,1.8,12.5,18.88,14.75,11.06,211,52,7,0,239.9358108108108,208.3,211.0,230.70583190394512,256.83106267029973,294.60674157303373
2015,4,140,1.8,12.5,18.88,14.75,11.06,211,39,7,0,239.9358108108108,208.3,211.0,230.70583190394512,256.83106267029973,294.60674157303373
2016,4,140,1.8,12.5,18.88,14.75,11.06,211,39,7,0,239.9358108108108,208.3,211.0,230.70583190394512,256.83106267029973,294.60674157303373
2017,4,140,1.8,12.5,18.88,14.75,11.06,211,39,7,0,239.9358108108108,208.3,211.0,230.70583190394512,256.83106267029973,294.60674157303373
2013,4,249,2.0,12.5,17.2,14.25,10.69,218,11,6,0,221.54545454545453,215.35,218.0,212.61943319838056,256.83106267029973,294.60674157303373
2014,4,249,2.0,12.5,17.2,14.25,10.69,218,11,6,0,221.54545454545453,215.35,218.0,212.61943319838056,256.83106267029973,294.60674157303373
2014,4,140,1.8,12.5,18.88,14.74,11.06,211,39,7,0,239.9358108108108,208.3,211.0,230.70583190394512,256.83106267029973,294.60674157303373
